% Boys Enrolled,% Complete Primary Schools,% Girls Enrolled,% Primary Schools with single classroom,% Primary Schools with single teacher,All Four Facilities,Any One Facility,Any Three Facilities,Any Two Facilities,Complete Primary Schools,Country,City,Drinking water,Education score,Educational Budget Spend of GDP,Electricity,Enrolment score,Learning score,No Facility,Number of primary schools as % of total schools,Number of primary schools,Number of secondary schools as % of total schools,Number of secondary schools,Pakistan Economic Growth,Population,Primary Schools with single classroom,Primary Schools with single teacher,ADM1_EN,Retention score,School infrastructure score,Toilet,Total number of schools
100.00%,0.508975713,0.00%,0.204857445,0.286166843,2.64%,30.07%,13.57%,15.83%,482,Pakistan,Kohistan,46.26115859,44.295,2.62%,9.754036087,30.44,52.96,37.89%,0.892554194,947,0.107445806,114,4.10%,472570,194,271,Khyber Pakhtunkhwa,48.11,35.43,31.84283001,1061
84.27%,0.667377399,15.73%,0.078891258,0.253731343,46.43%,6.77%,26.65%,14.35%,626,Pakistan,Lakki Marwat,71.84898613,56.235,2.62%,80.1398079,39.275,55.82,5.79%,0.83600713,938,0.16399287,184,4.10%,490025,74,238,Khyber Pakhtunkhwa,64.125,81.275,87.27427962,1122
73.66%,0.704527403,26.35%,0.107227959,0.188244639,41.58%,4.71%,31.96%,13.17%,887,Pakistan,Lower Dir,62.04222049,69.865,2.62%,73.13448006,63.19,60.5,8.59%,0.807051282,1259,0.192948718,301,4.10%,717649,135,237,Khyber Pakhtunkhwa,79.415,76.935,85.94487881,1560
77.49%,0.852575488,22.51%,0.053285968,0.094138544,67.80%,3.55%,18.01%,6.95%,480,Pakistan,Malakand,82.21908127,71.385,2.62%,87.40106007,62.44,70.825,3.69%,0.79858156,563,0.20141844,142,4.10%,452291,30,53,Khyber Pakhtunkhwa,79.775,90.315,92.16784452,705
83.11%,0.414959016,16.89%,0.331454918,0.253586066,25.48%,12.13%,19.04%,21.65%,810,Pakistan,Mansehra,54.51772705,57.58,2.62%,41.5888781,65.03,39.925,21.70%,0.847222222,1952,0.152777778,352,4.10%,1152839,647,495,Khyber Pakhtunkhwa,58.47,54.705,63.40189412,2304
72.87%,0.878766643,27.14%,0.040644709,0.080588648,78.62%,0.61%,14.25%,6.40%,1254,Pakistan,Mardan,97.5,65.55,2.62%,84.59693514,53.81,59.245,0.11%,0.79454343,1427,0.20545657,369,4.10%,1460100,58,115,Khyber Pakhtunkhwa,72,92.33,94.58196721,1796
80.05%,0.866059818,19.96%,0.035110533,0.098829649,61.33%,2.67%,23.28%,10.77%,666,Pakistan,Nowshera,80.51608752,73.615,2.62%,80.74388674,88.25,73.835,1.95%,0.787909836,769,0.212090164,207,4.10%,874373,27,76,Khyber Pakhtunkhwa,62.425,85.005,89.22329472,976
66.46%,0.881132075,33.55%,0.028301887,0.090566038,60.71%,2.75%,23.59%,11.51%,934,Pakistan,Peshawar,85.69434629,69.96,2.62%,72.43286219,61.32,59.055,1.45%,0.76534296,1060,0.23465704,325,4.10%,2019118,30,96,Khyber Pakhtunkhwa,75.92,87.955,92.67137809,1385
87.73%,0.630182421,12.27%,0.109452736,0.260364842,15.21%,13.97%,24.34%,27.25%,380,Pakistan,Shangla,38.52023609,51.99,2.62%,17.69224283,45.325,42.47,19.23%,0.834024896,603,0.165975104,120,4.10%,434563,66,157,Khyber Pakhtunkhwa,57.9,52.515,65.84822934,723
82.74%,0.812080537,17.27%,0.064237776,0.123681687,74.96%,1.75%,15.37%,6.93%,847,Pakistan,Swabi,80.89622642,52.39,2.62%,82.88679245,56.195,45.86,0.99%,0.793759513,1043,0.206240487,271,4.10%,1026804,67,129,Khyber Pakhtunkhwa,63.165,82.73,88.91509434,1314
79.71%,0.643013899,20.30%,0.111923921,0.24506218,43.82%,8.36%,20.16%,15.55%,879,Pakistan,Swat,54.81964809,56.145,2.62%,54.73753666,44.15,39.005,12.11%,0.837622549,1367,0.162377451,265,4.10%,1257602,153,335,Khyber Pakhtunkhwa,71.135,60.055,70.99706745,1632
79.15%,0.805157593,20.85%,0.031518625,0.163323782,44.06%,5.83%,28.67%,20.75%,281,Pakistan,Tank,49.00283286,52.01,2.62%,45.12747875,36.19,46.715,0.70%,0.813519814,349,0.186480186,80,4.10%,238216,11,57,Khyber Pakhtunkhwa,54.295,59.48,72.5509915,429
78.62%,0.616504854,21.38%,0.111650485,0.27184466,1.27%,20.34%,12.29%,22.46%,127,Pakistan,Tor Ghar,33.11137441,64.5,2.62%,23.23696683,35.27,68.495,43.64%,0.872881356,206,0.127118644,30,4.10%,185000,23,56,Khyber Pakhtunkhwa,82.85,41.635,60.14454976,236
100.00%,0.690210657,0.00%,0.118959108,0.190830235,18.02%,11.67%,26.88%,30.00%,557,Pakistan,Upper Dir,69.79949875,53.69,2.62%,62.03007519,69.32,31.88,13.44%,0.840625,807,0.159375,153,4.10%,575858,96,154,Khyber Pakhtunkhwa,73.61,77.175,86.53508772,960
58.87%,0.63282795,41.13%,0.177323665,0.189848385,23.05%,12.98%,26.79%,22.61%,960,Pakistan,Abbottabad,61.27,76.13,2.68%,31.76,92.43,37.57,14.58%,0.830777656,1517,0.169222344,309,4.00%,880666,269,288,Khyber Pakhtunkhwa,83.39,52.49,67.66,1826
64.02%,0.634894992,35.98%,0.085621971,0.279483037,59.96%,5.41%,17.25%,10.90%,786,Pakistan,Bannu,98.74,67,2.68%,98.74,70.45,45.58,6.48%,0.826987308,1238,0.173012692,259,4.00%,0,106,346,Khyber Pakhtunkhwa,66,96.26,89.79,1497
92.34%,0.479395604,7.66%,0.309065934,0.211538462,9.91%,15.30%,21.91%,23.62%,349,Pakistan,Batagram,35.03,53.53,2.68%,10.76,75,52.4,29.25%,0.891064871,728,0.108935129,89,4.00%,307278,225,154,Khyber Pakhtunkhwa,29.04,40,58.34,817
78.10%,0.742301459,21.90%,0.084278768,0.173419773,51.15%,5.37%,25.32%,13.81%,458,Pakistan,Buner,67.42,63.83,2.68%,56.89,81.43,36.87,4.35%,0.789002558,617,0.210997442,165,4.00%,506048,52,107,Khyber Pakhtunkhwa,65.14,77.05,83.31,782
62.42%,0.873126873,37.58%,0.026973027,0.0999001,68.49%,1.55%,21.36%,7.94%,874,Pakistan,Charsadda,85.43,73.51,2.68%,67.79,77.96,55.47,0.65%,0.817810458,1001,0.182189542,223,4.00%,1022364,27,100,Khyber Pakhtunkhwa,73.04,82.44,95.04,1224
54.16%,0.426829268,45.84%,0.254573171,0.318597561,28.08%,9.89%,30.65%,20.51%,280,Pakistan,Chitral,69.41,76.61,2.68%,33.85,83.14,31.97,10.87%,0.800976801,656,0.199023199,163,4.00%,318689,167,209,Khyber Pakhtunkhwa,95.51,65.19,66.15,819
64.53%,0.728375101,35.47%,0.09135004,0.180274859,43.89%,7.66%,24.13%,18.43%,901,Pakistan,Dera Ismail Khan,72.75,63.03,2.68%,56.37,58.78,41.56,5.89%,0.78340722,1237,0.21659278,342,4.00%,852995,113,223,Khyber Pakhtunkhwa,66.32,75.16,80.2,1579
83.23%,0.655487805,16.77%,0.100609756,0.243902439,40.50%,5.50%,25.50%,23.75%,215,Pakistan,Hangu,64.81,58.46,2.68%,52.16,63.29,30.38,4.75%,0.82,328,0.18,72,4.00%,614529,33,80,Khyber Pakhtunkhwa,73.41,72.16,85.8,400
52.60%,0.675954592,47.40%,0.145510836,0.178534572,48.26%,6.64%,18.79%,14.74%,655,Pakistan,Haripur,59.12,83.97,2.68%,55.35,97.33,54.9,11.58%,0.784615385,969,0.215384615,266,4.00%,692228,141,173,Khyber Pakhtunkhwa,86.24,69.87,75.84,1235
51.28%,0.871299871,48.72%,0.051480051,0.077220077,30.25%,12.29%,28.78%,20.06%,677,Pakistan,Karak,43.3,75.23,2.68%,36.8,76.33,37.26,8.61%,0.814465409,777,0.185534591,177,4.00%,430796,40,60,Khyber Pakhtunkhwa,88.61,62.13,64.37,954
79.28%,0.897590361,20.72%,0.018072289,0.084337349,62.46%,1.31%,26.10%,10.13%,596,Pakistan,Kohat,74.12,65.04,2.68%,72.28,75.24,39.66,0.00%,0.788598575,664,0.211401425,178,4.00%,562644,12,56,Khyber Pakhtunkhwa,74.53,86.06,97.7,842
97.39%,0.508975713,2.61%,0.204857445,0.286166843,2.64%,30.07%,13.57%,15.83%,482,Pakistan,Kohistan,50.99,41.44,2.68%,4.43,44.88,42.88,37.89%,0.892554194,947,0.107445806,114,4.00%,472570,194,271,Khyber Pakhtunkhwa,25.4,37.23,25.54,1061
77.89%,0.667377399,22.11%,0.078891258,0.253731343,46.43%,6.77%,26.65%,14.35%,626,Pakistan,Lakki Marwat,60.23,61.49,2.68%,70.04,61.55,37.82,5.79%,0.83600713,938,0.16399287,184,4.00%,490025,74,238,Khyber Pakhtunkhwa,74.47,75.95,78.27,1122
77.31%,0.704527403,22.69%,0.107227959,0.188244639,41.58%,4.71%,31.96%,13.17%,887,Pakistan,Lower Dir,50.28,62.54,2.68%,67.71,76.38,25.01,8.59%,0.807051282,1259,0.192948718,301,4.00%,717649,135,237,Khyber Pakhtunkhwa,76.08,72.53,81.85,1560
51.76%,0.852575488,48.24%,0.053285968,0.094138544,67.80%,3.55%,18.01%,6.95%,480,Pakistan,Malakand,76.01,78.39,2.68%,85.01,81.88,41.08,3.69%,0.79858156,563,0.20141844,142,4.00%,452291,30,53,Khyber Pakhtunkhwa,92.38,85.36,85.71,705
55.93%,0.414959016,44.07%,0.331454918,0.253586066,25.48%,12.13%,19.04%,21.65%,810,Pakistan,Mansehra,40.45,74.54,2.68%,24.95,85.06,63.28,21.70%,0.847222222,1952,0.152777778,352,4.00%,1152839,647,495,Khyber Pakhtunkhwa,55.77,39.79,44.69,2304
61.25%,0.878766643,38.75%,0.040644709,0.080588648,78.62%,0.61%,14.25%,6.40%,1254,Pakistan,Mardan,96.33,77.05,2.68%,78.37,78.62,58.62,0.11%,0.79454343,1427,0.20545657,369,4.00%,1460100,58,115,Khyber Pakhtunkhwa,82.21,89.92,90.95,1796
59.05%,0.866059818,40.95%,0.035110533,0.098829649,61.33%,2.67%,23.28%,10.77%,666,Pakistan,Nowshera,75.46,77.05,2.68%,73.63,86.5,52.11,1.95%,0.787909836,769,0.212090164,207,4.00%,874373,27,76,Khyber Pakhtunkhwa,78.63,83.55,91.38,976
73.11%,0.881132075,26.89%,0.028301887,0.090566038,60.71%,2.75%,23.59%,11.51%,934,Pakistan,Peshawar,80.61,68.53,2.68%,58.25,76.64,50.94,1.45%,0.76534296,1060,0.23465704,325,4.00%,2019118,30,96,Khyber Pakhtunkhwa,69.63,82.17,91.27,1385
81.13%,0.630182421,18.87%,0.109452736,0.260364842,15.21%,13.97%,24.34%,27.25%,380,Pakistan,Shangla,32.94,54.97,2.68%,11.2,59.65,34.09,19.23%,0.834024896,603,0.165975104,120,4.00%,434563,66,157,Khyber Pakhtunkhwa,57.26,44.55,61.71,723
62.93%,0.812080537,37.07%,0.064237776,0.123681687,74.96%,1.75%,15.37%,6.93%,847,Pakistan,Swabi,86.43,76.64,2.68%,84.5,85.39,51.52,0.99%,0.793759513,1043,0.206240487,271,4.00%,1026804,67,129,Khyber Pakhtunkhwa,82.56,90.14,94.23,1314
62.88%,0.643013899,37.12%,0.111923921,0.24506218,43.82%,8.36%,20.16%,15.55%,879,Pakistan,Swat,59.58,67.11,2.68%,52.85,79.3,38.01,12.11%,0.837622549,1367,0.162377451,265,4.00%,1257602,153,335,Khyber Pakhtunkhwa,63.99,66.97,74.78,1632
60.69%,0.805157593,39.31%,0.031518625,0.163323782,44.06%,5.83%,28.67%,20.75%,281,Pakistan,Tank,58.33,56.7,2.68%,68.89,50.38,37.27,0.70%,0.813519814,349,0.186480186,80,4.00%,238216,11,57,Khyber Pakhtunkhwa,49.85,78,88.33,429
75.79%,0.616504854,24.21%,0.111650485,0.27184466,1.27%,20.34%,12.29%,22.46%,127,Pakistan,Tor Ghar,20.66,64.55,2.68%,1.88,55.54,52.21,43.64%,0.872881356,206,0.127118644,30,4.00%,185000,23,56,Khyber Pakhtunkhwa,76.25,31.17,35.68,236
81.45%,0.690210657,18.55%,0.118959108,0.190830235,18.02%,11.67%,26.88%,30.00%,557,Pakistan,Upper Dir,39.3,58.21,2.68%,24.28,69.32,35.54,13.44%,0.840625,807,0.159375,153,4.00%,575858,96,154,Khyber Pakhtunkhwa,59.42,57.37,78.1,960
57.49%,0.63282795,42.51%,0.177323665,0.189848385,23.05%,12.98%,26.79%,22.61%,960,Pakistan,Abbottabad,54.251813,76.186126,2.20%,29.795649,80.891936,54.340596,14.58%,0.830777656,1517,0.169222344,309,4.70%,880666,269,288,Khyber Pakhtunkhwa,77,61.001978,66.776533,1826
72.08%,0.634894992,27.92%,0.085621971,0.279483037,59.96%,5.41%,17.25%,10.90%,786,Pakistan,Bannu,68.25525,66.080658,2.20%,72.294023,63.998435,57.630424,6.48%,0.826987308,1238,0.173012692,259,4.70%,,106,346,Khyber Pakhtunkhwa,64.775708,76.268174,78.756058,1497
82.60%,0.479395604,17.40%,0.309065934,0.211538462,9.91%,15.30%,21.91%,23.62%,349,Pakistan,Batagram,40.10989,50.277343,2.20%,13.461538,60.116358,40.588773,29.25%,0.891064871,728,0.108935129,89,4.70%,307278,225,154,Khyber Pakhtunkhwa,33,52.554945,63.461538,817
88.42%,0.742301459,11.58%,0.084278768,0.173419773,51.15%,5.37%,25.32%,13.81%,458,Pakistan,Buner,71.312804,56.997437,2.20%,61.91248,77.582133,29.825485,4.35%,0.789002558,617,0.210997442,165,4.70%,506048,52,107,Khyber Pakhtunkhwa,59,76.337115,85.251216,782
64.80%,0.873126873,35.20%,0.026973027,0.0999001,68.49%,1.55%,21.36%,7.94%,874,Pakistan,Charsadda,85.714286,70.1656,2.20%,70.32967,74.814676,54.65,0.65%,0.817810458,1001,0.182189542,223,4.70%,1022364,27,100,Khyber Pakhtunkhwa,66,87.432567,94.405594,1224
60.68%,0.426829268,39.32%,0.254573171,0.318597561,28.08%,9.89%,30.65%,20.51%,280,Pakistan,Chitral,69.969512,71.09743,2.20%,33.841463,76.409906,39.661111,10.87%,0.800976801,656,0.199023199,163,4.70%,318689,167,209,Khyber Pakhtunkhwa,79,65.884146,67.378049,819
71.37%,0.728375101,28.63%,0.09135004,0.180274859,43.89%,7.66%,24.13%,18.43%,901,Pakistan,Dera Ismail Khan,67.987065,55.48882,2.20%,49.95958,51.949171,37.371144,5.89%,0.78340722,1237,0.21659278,342,4.70%,852995,113,223,Khyber Pakhtunkhwa,54,72.611156,82.376718,1579
84.33%,0.655487805,15.67%,0.100609756,0.243902439,40.50%,5.50%,25.50%,23.75%,215,Pakistan,Hangu,59.146341,59.545271,2.20%,47.560976,69.638928,30.869221,4.75%,0.82,328,0.18,72,4.70%,614529,33,80,Khyber Pakhtunkhwa,72,73.414634,86.585366,400
55.36%,0.675954592,44.64%,0.145510836,0.178534572,48.26%,6.64%,18.79%,14.74%,655,Pakistan,Haripur,61.19711,78.438481,2.20%,58.72033,80.932805,59.181989,11.58%,0.784615385,969,0.215384615,266,4.70%,692228,141,173,Khyber Pakhtunkhwa,79,68.833849,78.018576,1235
69.61%,0.871299871,30.39%,0.051480051,0.077220077,30.25%,12.29%,28.78%,20.06%,677,Pakistan,Karak,49.163449,69.811124,2.20%,42.985843,74.403178,50.45303,8.61%,0.814465409,777,0.185534591,177,4.70%,430796,40,60,Khyber Pakhtunkhwa,74,64.942085,69.240669,954
69.11%,0.897590361,30.89%,0.018072289,0.084337349,62.46%,1.31%,26.10%,10.13%,596,Pakistan,Kohat,74.246988,69.564347,2.20%,73.042169,73.630657,49.837339,0.00%,0.788598575,664,0.211401425,178,4.70%,562644,12,56,Khyber Pakhtunkhwa,73.904298,87.801205,95.783133,842
100.00%,0.508975713,0.00%,0.204857445,0.286166843,2.64%,30.07%,13.57%,15.83%,482,Pakistan,Kohistan,50.158395,36.699299,2.20%,3.590285,37.097248,46.625,37.89%,0.892554194,947,0.107445806,114,4.70%,472570,194,271,Khyber Pakhtunkhwa,17.49875,36.895459,27.983105,1061
83.61%,0.667377399,16.39%,0.078891258,0.253731343,46.43%,6.77%,26.65%,14.35%,626,Pakistan,Lakki Marwat,61.08742,58.531347,2.20%,70.042644,62.988525,31.75,5.79%,0.83600713,938,0.16399287,184,4.70%,490025,74,238,Khyber Pakhtunkhwa,73,73.454158,79.424307,1122
62.80%,0.704527403,37.20%,0.107227959,0.188244639,41.58%,4.71%,31.96%,13.17%,887,Pakistan,Lower Dir,50.595711,65.499439,2.20%,68.78475,71.79646,29,8.59%,0.807051282,1259,0.192948718,301,4.70%,717649,135,237,Khyber Pakhtunkhwa,74,73.582208,82.922955,1560
52.52%,0.852575488,47.48%,0.053285968,0.094138544,67.80%,3.55%,18.01%,6.95%,480,Pakistan,Malakand,73.534636,81.004986,2.20%,86.323268,80.89259,58.643269,3.69%,0.79858156,563,0.20141844,142,4.70%,452291,30,53,Khyber Pakhtunkhwa,87,84.511545,86.678508,705
70.64%,0.414959016,29.36%,0.331454918,0.253586066,25.48%,12.13%,19.04%,21.65%,810,Pakistan,Mansehra,51.383197,67.677001,2.20%,34.631148,74.200971,67.15,21.70%,0.847222222,1952,0.152777778,352,4.70%,1152839,647,495,Khyber Pakhtunkhwa,50,60.256148,60.39959,2304
61.54%,0.878766643,38.46%,0.040644709,0.080588648,78.62%,0.61%,14.25%,6.40%,1254,Pakistan,Mardan,93.552908,79.343178,2.20%,81.219341,83.31796,63.986725,0.11%,0.79454343,1427,0.20545657,369,4.70%,1460100,58,115,Khyber Pakhtunkhwa,81.607454,90.217239,91.871058,1796
69.73%,0.866059818,30.27%,0.035110533,0.098829649,61.33%,2.67%,23.28%,10.77%,666,Pakistan,Nowshera,72.821847,74.795136,2.20%,73.602081,79.05237,59.854093,1.95%,0.787909836,769,0.212090164,207,4.70%,874373,27,76,Khyber Pakhtunkhwa,80,82.522757,92.847854,976
76.55%,0.881132075,23.45%,0.028301887,0.090566038,60.71%,2.75%,23.59%,11.51%,934,Pakistan,Peshawar,80.188679,62.739722,2.20%,59.433962,76.902057,37.60772,1.45%,0.76534296,1060,0.23465704,325,4.70%,2019118,30,96,Khyber Pakhtunkhwa,63,83.018868,92.45283,1385
80.99%,0.630182421,19.01%,0.109452736,0.260364842,15.21%,13.97%,24.34%,27.25%,380,Pakistan,Shangla,37.645108,46.893282,2.20%,22.38806,44.163758,27.399074,19.23%,0.834024896,603,0.165975104,120,4.70%,434563,66,157,Khyber Pakhtunkhwa,47,54.693201,67.993367,723
67.12%,0.812080537,32.88%,0.064237776,0.123681687,74.96%,1.75%,15.37%,6.93%,847,Pakistan,Swabi,83.79674,74.176585,2.20%,85.810163,79.929272,50.9,0.99%,0.793759513,1043,0.206240487,271,4.70%,1026804,67,129,Khyber Pakhtunkhwa,83,87.440077,94.72675,1314
76.44%,0.643013899,23.56%,0.111923921,0.24506218,43.82%,8.36%,20.16%,15.55%,879,Pakistan,Swat,61.228969,58.16619,2.20%,56.693489,77.126902,32.97858,12.11%,0.837622549,1367,0.162377451,265,4.70%,1257602,153,335,Khyber Pakhtunkhwa,49,70.665691,76.737381,1632
92.32%,0.805157593,7.68%,0.031518625,0.163323782,44.06%,5.83%,28.67%,20.75%,281,Pakistan,Tank,52.722063,42.413324,2.20%,65.902579,47.55239,30.416398,0.70%,0.813519814,349,0.186480186,80,4.70%,238216,11,57,Khyber Pakhtunkhwa,34,73.409742,90.544413,429
76.56%,0.616504854,23.44%,0.111650485,0.27184466,1.27%,20.34%,12.29%,22.46%,127,Pakistan,Tor Ghar,21.84466,52.471431,2.20%,2.427184,46.259096,45.190049,43.64%,0.872881356,206,0.127118644,30,4.70%,185000,23,56,Khyber Pakhtunkhwa,45,38.252427,38.349515,236
75.86%,0.690210657,24.14%,0.118959108,0.190830235,18.02%,11.67%,26.88%,30.00%,557,Pakistan,Upper Dir,38.785626,57.048672,2.20%,25.27881,55.646141,39.15283,13.44%,0.840625,807,0.159375,153,4.70%,575858,96,154,Khyber Pakhtunkhwa,59.25234,59.851301,80.545229,960
71.06%,0.835680751,28.94%,0.042253521,0.122065728,95.96%,0.00%,4.04%,0.00%,712,Pakistan,Attock,83.2460733,74.7273227,2.59%,70.68062827,99.16666667,57.2,0.00%,0.662004662,852,0.337995338,435,3.70%,1274935,36,104,Punjab,63.6,78.72251309,85.13089005,1287
66.50%,0.713119216,33.50%,0.097441481,0.189439303,88.43%,0.00%,11.57%,0.00%,1310,Pakistan,Bahawalnagar,78.0104712,67.57910715,2.59%,42.12279867,74.16666667,64.65,0.00%,0.76446109,1837,0.23553891,566,3.70%,2061447,179,348,Punjab,48,64.11232746,69.58591147,2403
73.81%,0.752610966,26.19%,0.066579634,0.180809399,92.60%,0.00%,7.40%,0.00%,1153,Pakistan,Bahawalpur,92.34393404,57.49402849,2.59%,50.23557126,60.83333333,59.75,0.00%,0.776482514,1532,0.223517486,441,3.70%,2433091,102,277,Punjab,33.2,76.54888104,87.22025913,1973
79.12%,0.836714976,20.88%,0.024154589,0.139130435,89.96%,0.00%,10.04%,0.00%,866,Pakistan,Bhakkar,95.21149242,58.56468763,2.59%,55.38707103,70.83333333,56.15,0.00%,0.769516729,1035,0.230483271,310,3.70%,1051456,25,144,Punjab,36.4,71.18914605,78.45171588,1345
